degree,rho_up,rho_down,rho_roll,rho_slide
21.75,0.7110380721772231,0.7179190904015479,0.7075256176246609,0.9973988624408011
22.0,0.7192452117964885,0.7280524500998538,0.7165110043247603,1.010065562062728
22.25,0.7274813393857599,0.7382216012601968,0.7255281277970165,1.0227770010123316
22.5,0.7357469240818157,0.7484271231260068,0.7345775016643924,1.0355339033439026
22.75,0.74404244063471,0.7586696018714282,0.7436596456954091,1.0483370017751243
23.0,0.7523683695269726,0.7689496307484966,0.7527750859346487,1.0611870378710442
23.25,0.760725197095294,0.7792678102373828,0.7619243548359789,1.074084762231878
23.5,0.7691134156547625,0.7896247481997885,0.7711079913985701,1.0870309346847566
23.75,0.7775335236257256,0.8000210600355819,0.7803265413057867,1.1000263244795176
24.0,0.7859860256633451,0.8104573688427602,0.789580557067028,1.1130717104886612
24.25,0.7944714327899243,0.8209343055808334,0.7988705981626026,1.1261678814115774
24.5,0.802990262530082,0.8314525092377234,0.8081972311917208,1.1393156359831724
24.75,0.811543039048851,0.8420126270002753,0.817561030023688,1.1525157831870059
25.0,0.8201302932927862,0.8526153144284833,0.8269625759523943,1.1657691424730734
25.25,0.8287525631341641,0.8632612356335332,0.8364024578541865,1.1790765439803612
25.5,0.8374103935183598,0.8739510634597696,0.8458812723492214,1.1924388287643033
25.75,0.8461043366144917,0.8846854796706973,0.8553996239663952,1.205856849029284
26.0,0.8548349519694269,0.8954651751391302,0.8649581253119518,1.2193314683663248
26.25,0.8636028066652385,0.9062908500416063,0.8745573972418721,1.2328635619961013
26.5,0.872408475480217,0.9171632140571858,0.8841980690381526,1.2464540170174434
26.75,0.8812525410535333,0.9280829865707636,0.8938807785890833,1.260103732661473
27.0,0.890135594053658,0.9390508968810145,0.9036061725736375,1.2738136205515378
27.25,0.8990582333506459,0.9500676844131138,0.9133749066500922,1.2875846049691104
27.5,0.9080210661923936,0.961134098936362,0.923187645649001,1.3014176231258214
27.75,0.9170247083849864,0.97225090078686,0.933045063770641,1.315313625441801
28.0,0.9260697844772501,0.983418861095376,0.9429478447870664,1.3292735758305128
28.25,0.9351569279496332,0.9946387620205561,0.9528966822489002,1.3432984519902698
28.5,0.9442867814075402,1.005911396987634,0.9628922796970006,1.357389245702619
28.75,0.9534599967792465,1.0172375709328,0.972935350879145,1.3715469631378012
29.0,0.9626772355185341,1.0286181005533885,0.9830266199718778,1.3857726251674907
29.25,0.9719391688121757,1.0400538145640652,0.9931668218076721,1.4000672676850239
29.5,0.9812464777924218,1.051545553959182,1.0033567021075647,1.4144319419333453
29.75,0.9905998537546262,1.0630941722814797,1.0135970177194178,1.428867714840886
30.0,0.9999999983801741,1.0747005358973367,1.023888536861987,1.443375669365625
30.25,1.0094476239648578,1.0863655242787473,1.0342320393749533,1.4579569048475591
30.5,1.018943453652872,1.0980900302922325,1.0446283169751058,1.4726125373698458
30.75,1.0284882216765947,1.1098749604948992,1.0550781735188608,1.487343700128874
31.0,1.0380826736023185,1.1217212354378456,1.0655824252712953,1.502151543813522
31.25,1.0477275665821284,1.133629789977153,1.076141901181908,1.517037236993897
31.5,1.0574236696120944,1.1456015735926772,1.0867574431672957,1.5320019665198248
31.75,1.0671717637969824,1.1576375507148884,1.097429906400966,1.547046937929399
32.0,1.076972642621677,1.1697387010599936,1.1081601596104977,1.562173375867885
32.25,1.086827112229522,1.181906019973609,1.118949085382275,1.5773825245173088
32.5,1.0967359917077932,1.1941405187832275,1.1297975804740295,1.5926756480370436
32.75,1.1067001133805172,1.2064432251597685,1.1407065561354282,1.608054031015744
33.0,1.1167203231088758,1.2188151834884802,1.1516769384369614,1.6235189789349789
33.25,1.1267974805994139,1.231257455249491,1.1627096686073777,1.6390718186449147
33.5,1.1369324597203139,1.2437711194083099,1.1738057033799496,1.654713898852444
33.75,1.1471261488259725,1.2563572728165815,1.1849660153478274,1.6704465906221304
34.0,1.157379451090153,1.2690170306234312,1.1961915933287848,1.686271287890388
34.25,1.1676932848479764,1.2817515266977193,1.207483442739637,1.7021894079933009
34.5,1.178068583947037,1.294561914061567,1.218842585980653,1.7182023922085266
34.75,1.1885062981079288,1.3074493653354944,1.2302700628302683,1.7343117063117248
35.0,1.199007393294486,1.3204150731955608,1.2417669308504342,1.750518841147977
35.25,1.2095728520940516,1.3334602508428806,1.2533342658029454,1.7668253132186837
35.5,1.220203674108093,1.3465861324859147,1.264973162077095,1.7832326652844315
35.75,1.2309008763535052,1.3597939738359626,1.2766847331290325,1.7997424669843523
36.0,1.2416654936749425,1.3730850526162688,1.2884701119331965,1.8163563154725109
36.25,1.252498579168551,1.3864606690852017,1.3003304514462242,1.8330758360718782
36.5,1.26340120461746,1.3999221465739617,1.3122669250837427,1.8499026829464622
36.75,1.2743744609394394,1.4134708320392955,1.324280727210472,1.8668385397922074
37.0,1.2854194586471075,1.4271080966317222,1.3363730736440753,1.8838851205472724
37.25,1.2965373283211197,1.4408353362797772,1.3485452021732172,1.9010441701223362
37.5,1.307729221096771,1.454653972290818,1.3607983730903066,1.918317465151607
37.75,1.3189963091644545,1.4685654519689453,1.373133869739415,1.9357068147652203
38.0,1.3303397862844553,1.4825712492506151,1.3855529990798832,1.953214061383758
38.25,1.3417608683165556,1.4966728653585444,1.3980570922661477,1.970841081535628
38.5,1.353260793764965,1.5108718294745376,1.4106475052443448,1.9885897866980966
38.75,1.364840824339091,1.5251696994318678,1.423325619366255,2.0064621241627676
39.0,1.3765022455307045,1.5395680624279062,1.4360928420212,2.024460077926367
39.25,1.3882463672080603,1.5540685357576796,1.4489506072865004,2.0425856696076914
39.5,1.4000745242275598,1.568672767569095,1.4619003765971403,2.0608409593916366
39.75,1.41198807706358,1.5833824376405852,1.4749436394353188,2.0792280470012576
40.0,1.4239884124570887,1.5981992581819577,1.4880819140405728,2.097749072698827
40.25,1.4360769440837247,1.613124974659272,1.5013167481412053,2.116406218316933
40.5,1.4482551132420176,1.6281613666445856,1.5146497197077695,2.135201708320662
40.75,1.4605243895624787,1.643310248691468,1.5280824377293964,2.1541378109019913
41.0,1.4728862717382945,1.6585734712371902,1.5416165430137798,2.173216839107524
41.25,1.4853422882784155,1.6739529215325626,1.555253709011675,2.192441152000789
41.5,1.4978939982838342,1.6894505246004046,1.5689956426667877,2.2118131558603262
41.75,1.5105429922479046,1.705068244223702,1.582844085291987,2.2313353054148855
42.0,1.5232908928815805,1.7208080839645286,1.5968008134727942,2.251010105117074
42.25,1.53613935596448,1.7366720882148532,1.610867639999152,2.2708401104568727
42.5,1.5490900712227371,1.7526623432804285,1.6250464148265182,2.2908279293164884
42.75,1.5621447632346288,1.7687809784989637,1.639339026067369,2.3109762233680766
43.0,1.575305192365014,1.7850301673938818,1.6537474010142486,2.331287709515935
43.25,1.5885731557296647,1.8014121288649758,1.6682735071955408,2.351765161384824
43.5,1.601950488190616,1.8179291284173702,1.682919353465206,2.37241141085617
43.75,1.615439063383708,1.8345834794302276,1.6976869911277597,2.393229349653946
44.0,1.6290407947795438,1.8513775444667124,1.712578515099836,2.4142219309821296
44.25,1.6427576367791528,1.868313736626808,1.7275960651097486,2.435392171215722
44.5,1.656591585845678,1.8853945209446126,1.7427418269364905,2.4567431516473666
44.75,1.670544681673501,1.9026224158318554,1.7580180336897218,2.47827802029175
45.0,1.6846190083962427,1.9199999945694197,1.7734269671323208,2.4999999937499995
